ID,post_title,post_name,post_status,post_type,permalink,modified_gmt,is_preview_clone,preview_source_post_id,recipe_id,has_full_markdown,has_sections,has_verified_process,has_image_url,full_markdown_len,sections_len,verified_process_len,image_url_len
2469,"Haslet (tradicionalna engleska pašteta od svinjskih iznutrica)",haslet-tradicionalna-engleska-pasteta-od-svinjskih-iznutrica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2469,"2026-06-04 07:31:22",no,,MD-HASLET_TRADICIONALNA_ENGLESKA_PASTETA_OD_SVINJSKIH_IZNUTRICA,yes,no,no,no,3995,0,0,0
2470,"Bath Chaps (ukiseljene svinjske obrazine)",bath-chaps-ukiseljene-svinjske-obrazine,publish,dry_recipe,https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,"2026-06-04 07:53:26",no,,MD-BATH_CHAPS_UKISELJENE_SVINJSKE_OBRAZINE,yes,no,no,no,4044,0,0,0
2471,"Potted Beef (konzervirano goveđe meso)",potted-beef-konzervirano-govede-meso,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2471,"2026-05-30 08:21:32",no,,ENG-POTTED-BEEF-KONZERVIRANO-GOVEE,no,no,no,no,0,0,0,0
2472,"Oxford Brawn (hladetina od svinjske glave)",oxford-brawn-hladetina-od-svinjske-glave,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2472,"2026-06-04 07:31:28",no,,MD-OXFORD_BRAWN_HLADETINA_OD_SVINJSKE_GLAVE,yes,no,no,no,3654,0,0,0
2473,"Tradicionalni engleski Black Pudding (krvavica)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2473,"0000-00-00 00:00:00",no,,ENG-TRADICIONALNI-ENGLESKI-BLACK-P,no,no,no,no,0,0,0,0
2474,"Tradicionalna engleska šunka (Wiltshire Ham)",tradicionalna-engleska-sunka-wiltshire-ham,publish,dry_recipe,https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,"2026-06-04 07:53:26",no,,MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM,yes,no,no,no,3828,0,0,0
2475,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",engleski-suseni-govedi-jezik-potted-ox-tongue,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2475,"2026-05-30 08:21:32",no,,ENG-ENGLESKI-SUSENI-GOVEI-JEZIK,no,no,no,no,0,0,0,0
2476,"Engleski pork pie (svinjetina u tijestu)",engleski-pork-pie-svinjetina-u-tijestu,publish,dry_recipe,https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,"2026-06-04 07:53:27",no,,MD-ENGLESKI_PORK_PIE_SVINJETINA_U_TIJESTU,yes,no,no,no,4171,0,0,0
2477,"Sült (Hladetina od svinjskog mesa)",sult-hladetina-od-svinjskog-mesa,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2477,"2026-06-04 07:31:37",no,,MD-SULT_HLADETINA_OD_SVINJSKOG_MESA,yes,no,no,no,3407,0,0,0
2478,"Suitsink (Dimljena svinjska šunka)",suitsink-dimljena-svinjska-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,"2026-06-04 07:53:27",no,,MD-SUITSINK_DIMLJENA_SVINJSKA_SUNKA,yes,no,no,no,3528,0,0,0
2479,"Verikäkk (Krvavica s ječmom)",verikakk-krvavica-s-jecmom,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2479,"2026-06-04 07:31:43",no,,MD-VERIKAKK_KRVAVICA_S_JECMOM,yes,no,no,no,4194,0,0,0
2480,"Talleliha (Polutrajno sušena govedina)",talleliha-polutrajno-susena-govedina,publish,dry_recipe,https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,"2026-06-04 07:53:27",no,,MD-TALLELIHA_POLUTRAJNO_SUSENA_GOVEDINA,yes,no,no,no,3637,0,0,0
2481,"Sealiha õlis (Svinjsko meso u ulju)",sealiha-olis-svinjsko-meso-u-ulju,publish,dry_recipe,https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,"2026-06-04 07:53:27",no,,MD-SEALIHA_OLIS_SVINJSKO_MESO_U_ULJU,yes,no,no,no,3810,0,0,0
2482,"?? Grčki tradicionalni recept - Loukaniko",%f0%9f%87%ac%f0%9f%87%b7-grcki-tradicionalni-recept-loukaniko,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2482,"2026-06-03 05:10:51",no,,NEP-GRCKI-TRADICIONALNI-RECEPT-LOU,no,no,no,no,0,0,0,0
2483,"?? Albanski recept - Salçe",%f0%9f%87%a6%f0%9f%87%b1-albanski-recept-salce,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2483,"2026-06-03 05:11:03",no,,NEP-ALBANSKI-RECEPT-SALCE,no,no,no,no,0,0,0,0
2484,"?? Nizozemski recept - Droge Worst",%f0%9f%87%b3%f0%9f%87%b1-nizozemski-recept-droge-worst,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2484,"2026-06-03 05:11:19",no,,NEP-NIZOZEMSKI-RECEPT-DROGE-WORST,no,no,no,no,0,0,0,0
2485,"?? Britanski recept - Cumberland Sausage",%f0%9f%87%ac%f0%9f%87%a7-britanski-recept-cumberland-sausage,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2485,"2026-06-03 05:11:35",no,,NEP-BRITANSKI-RECEPT-CUMBERLAND-SA,no,no,no,no,0,0,0,0
2486,"?? Bugarski recept - Lukanka",%f0%9f%87%a7%f0%9f%87%ac-bugarski-recept-lukanka,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2486,"2026-06-03 05:11:48",no,,NEP-BUGARSKI-RECEPT-LUKANKA,no,no,no,no,0,0,0,0
2487,"?? Rumunjski recept - Salam de Sibiu",%f0%9f%87%b7%f0%9f%87%b4-rumunjski-recept-salam-de-sibiu,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2487,"2026-06-03 05:11:59",no,,NEP-RUMUNJSKI-RECEPT-SALAM-DE,no,no,no,no,0,0,0,0
2488,"?? Češki recept - Lovecká Salám",%f0%9f%87%a8%f0%9f%87%bf-ceski-recept-lovecka-salam,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2488,"2026-06-03 05:12:12",no,,NEP-CESKI-RECEPT-LOVECKA-SALAM,no,no,no,no,0,0,0,0
2489,"?? Slovački recept - Turistická Saláma",%f0%9f%87%b8%f0%9f%87%b0-slovacki-recept-turisticka-salama,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2489,"2026-06-03 05:12:24",no,,NEP-SLOVACKI-RECEPT-TURISTICKA-SAL,no,no,no,no,0,0,0,0
2490,"?? Poljski recept - Kiełbasa",%f0%9f%87%b5%f0%9f%87%b1-poljski-recept-kielbasa,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2490,"2026-06-03 05:12:43",no,,NEP-POLJSKI-RECEPT-KIEBASA,no,no,no,no,0,0,0,0
2491,"?? Ukrajinski recept - Kobasa",%f0%9f%87%ba%f0%9f%87%a6-ukrajinski-recept-kobasa,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2491,"2026-06-03 05:13:06",no,,NEP-UKRAJINSKI-RECEPT-KOBASA,no,no,no,no,0,0,0,0
2492,"?? Švedski recept - Tunnbrödsrulle",%f0%9f%87%b8%f0%9f%87%aa-svedski-recept-tunnbrodsrulle,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2492,"2026-06-03 05:13:24",no,,NEP-SVEDSKI-RECEPT-TUNNBRODSRULLE,no,no,no,no,0,0,0,0
2493,"?? Latvijski recept - Mājas Desa",%f0%9f%87%b1%f0%9f%87%bb-latvijski-recept-majas-desa,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2493,"2026-06-03 05:13:58",no,,NEP-LATVIJSKI-RECEPT-MAJAS-DESA,no,no,no,no,0,0,0,0
2494,"Additional Recommendations:",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2494,"0000-00-00 00:00:00",no,,NEP-ADDITIONAL-RECOMMENDATIONS,no,no,no,no,0,0,0,0
2495,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",%f0%9f%87%ae%f0%9f%87%b9-talijansko-toskanski-recept-za-salamu-salame-toscano,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2495,"2026-06-03 05:14:16",no,,NEP-TALIJANSKOTOSKANSKI-RECEPT-ZA-,no,no,no,no,0,0,0,0
2496,"?? Tradicionalni recept za saucisson sec",%f0%9f%87%ab%f0%9f%87%b7-tradicionalni-recept-za-saucisson-sec,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2496,"2026-06-03 05:14:28",no,,NEP-TRADICIONALNI-RECEPT-ZA-SAUCIS,no,no,no,no,0,0,0,0
2497,"?? Portugalski recept za Linguiçu",%f0%9f%87%b5%f0%9f%87%b9-portugalski-recept-za-linguicu,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2497,"2026-06-03 05:14:46",no,,NEP-PORTUGALSKI-RECEPT-ZA-LINGUICU,no,no,no,no,0,0,0,0
2498,"?? Austrijski recept za Kmetzelsuppe kobasicu",%f0%9f%87%a6%f0%9f%87%b9-austrijski-recept-za-kmetzelsuppe-kobasicu,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2498,"2026-06-03 05:14:55",no,,NEP-AUSTRIJSKI-RECEPT-ZA-KMETZELSU,no,no,no,no,0,0,0,0
2499,"Sigurnosne preporuke:",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2499,"0000-00-00 00:00:00",no,,NEP-SIGURNOSNE-PREPORUKE,no,no,no,no,0,0,0,0
2500,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",poljska-kielbasa-lisiecka-lisiecka-kobasica,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2500,"2026-06-03 05:15:17",no,,EUR-POLJSKA-KIEBASA-LISIECKA-LISIE,no,no,no,no,0,0,0,0
2501,"Slovačka Klobása (Slovenská Klobása)",slovacka-klobasa-slovenska-klobasa,publish,dry_recipe,https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,"2026-06-04 07:53:27",no,,MD-SLOVACKA_KLOBASA_SLOVENSKA_KLOBASA,yes,no,no,no,4324,0,0,0
2502,"JOULUKINKKU (BOŽIĆNA ŠUNKA)",joulukinkku-bozicna-sunka,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2502,"2026-05-30 08:21:33",no,,FIN-JOULUKINKKU-BOZICNA-SUNKA,no,no,no,no,0,0,0,0
2503,"RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA)",riiputettu-hirvenliha-suho-zrela-jelenovina,publish,dry_recipe,https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,"2026-06-04 07:53:27",no,,MD-RIIPUTETTU_HIRVENLIHA_SUHO_ZRELA_JELENOVINA,yes,no,no,no,3535,0,0,0
2504,"SAVUSIIKA (DIMLJENI SIIKA - BIJELA RIBA)",savusiika-dimljeni-siika-bijela-riba,publish,dry_recipe,https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,"2026-06-04 07:53:27",no,,MD-SAVUSIIKA_DIMLJENI_SIIKA_BIJELA_RIBA,yes,no,no,no,3568,0,0,0
2505,"METSOPAISTI (SUHO-SALAMURENI TETRIJEB)",metsopaisti-suho-salamureni-tetrijeb,publish,dry_recipe,https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,"2026-06-04 07:53:27",no,,MD-METSOPAISTI_SUHO_SALAMURENI_TETRIJEB,yes,no,no,no,4003,0,0,0
2506,"LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA)",lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa,publish,dry_recipe,https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,"2026-06-04 07:53:27",no,,MD-LAMPAAN_ILMAKUIVATTU_KYLKI_ZRACNO_SUSENA_JANJECJA_PRSA,yes,no,no,no,3604,0,0,0
2507,"PALVIKINKKU (DIMLJENA ŠUNKA)",palvikinkku-dimljena-sunka,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2507,"2026-05-30 08:21:33",no,,FIN-PALVIKINKKU-DIMLJENA-SUNKA,no,no,no,no,0,0,0,0
2508,"SAVUPORONLIHA (DIMLJENO SOBOVO MESO)",savuporonliha-dimljeno-sobovo-meso,publish,dry_recipe,https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,"2026-06-04 07:53:27",no,,MD-SAVUPORONLIHA_DIMLJENO_SOBOVO_MESO,yes,no,no,no,3508,0,0,0
2509,"KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2509,"0000-00-00 00:00:00",no,,FIN-KYLMASAVULOHI-HLADNO-DIMLJENI-,no,no,no,no,0,0,0,0
2510,"ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT)",ilmakuivattu-poronpaisti-zracno-suseni-sobov-but,publish,dry_recipe,https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,"2026-06-04 07:53:27",no,,MD-ILMAKUIVATTU_PORONPAISTI_ZRACNO_SUSENI_SOBOV_BUT,yes,no,no,no,3540,0,0,0
2511,"GRAAVILOHI (GRAVLAX - FINSKI MARINIRANI LOSOS)",graavilohi-gravlax-finski-marinirani-losos,publish,dry_recipe,https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,"2026-06-04 09:08:42",no,,MD-GRAAVILOHI_GRAVLAX_FINSKI_MARINIRANI_LOSOS,yes,no,no,no,3601,0,0,0
2512,"ROSETTE DE LYON",rosette-de-lyon,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2512,"2026-05-30 08:21:34",no,,FRA-ROSETTE-DE-LYON,no,no,no,no,0,0,0,0
2513,"LONZO CORSE",lonzo-corse,publish,dry_recipe,https://drycured.com/recepti-baza/lonzo-corse/,"2026-06-04 07:53:27",no,,MD-LONZO_CORSE,yes,no,no,no,4156,0,0,0
2514,"SAUCISSON SEC D'AUVERGNE",saucisson-sec-dauvergne-2,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2514,"2026-05-30 08:21:34",no,,FRA-SAUCISSON-SEC-DAUVERGNE,no,no,no,no,0,0,0,0
2515,"Siglino Messinias (Σύγκλινο Μεσσηνίας)",siglino-messinias-%cf%83%cf%8d%ce%b3%ce%ba%ce%bb%ce%b9%ce%bd%ce%bf-%ce%bc%ce%b5%cf%83%cf%83%ce%b7%ce%bd%ce%af%ce%b1%cf%82,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2515,"2026-05-30 08:21:34",no,,GRČ-SIGLINO-MESSINIAS,no,no,no,no,0,0,0,0
2516,"Tsigarides (Τσιγαρίδες)",tsigarides-%cf%84%cf%83%ce%b9%ce%b3%ce%b1%cf%81%ce%af%ce%b4%ce%b5%cf%82,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2516,"2026-05-30 08:21:34",no,,GRČ-TSIGARIDES,no,no,no,no,0,0,0,0
2517,"Armatia (Αρματιά)",armatia-%ce%b1%cf%81%ce%bc%ce%b1%cf%84%ce%b9%ce%ac,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2517,"2026-05-30 08:21:34",no,,GRČ-ARMATIA,no,no,no,no,0,0,0,0
2518,"Pihti (Πηχτή)",pihti-%cf%80%ce%b7%cf%87%cf%84%ce%ae,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2518,"2026-05-30 08:21:34",no,,GRČ-PIHTI,no,no,no,no,0,0,0,0
2519,"Kavourmas (Καβουρμάς)",kavourmas-%ce%ba%ce%b1%ce%b2%ce%bf%cf%85%cf%81%ce%bc%ce%ac%cf%82,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2519,"2026-05-30 08:21:34",no,,GRČ-KAVOURMAS,no,no,no,no,0,0,0,0
2520,"Pastourmas (Παστουρμάς)",pastourmas-%cf%80%ce%b1%cf%83%cf%84%ce%bf%cf%85%cf%81%ce%bc%ce%ac%cf%82,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2520,"2026-05-30 08:21:34",no,,GRČ-PASTOURMAS,no,no,no,no,0,0,0,0
2521,"Apaki (Απάκι)",apaki-%ce%b1%cf%80%ce%ac%ce%ba%ce%b9,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2521,"2026-05-30 08:21:34",no,,GRČ-APAKI,no,no,no,no,0,0,0,0
2522,"Noumboulo (Νούμπουλο)",noumboulo-%ce%bd%ce%bf%cf%8d%ce%bc%cf%80%ce%bf%cf%85%ce%bb%ce%bf,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2522,"2026-05-30 08:21:34",no,,GRČ-NOUMBOULO,no,no,no,no,0,0,0,0
2523,"Syglino (Σύγκλινο)",syglino-%cf%83%cf%8d%ce%b3%ce%ba%ce%bb%ce%b9%ce%bd%ce%bf,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2523,"2026-05-30 08:21:34",no,,GRČ-SYGLINO,no,no,no,no,0,0,0,0
2524,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",skirts-and-kidneys-tradicionalna-irska-marinirana-goveda-dijafragma,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2524,"2026-05-30 08:21:34",no,,IRS-SKIRTS-AND-KIDNEYS-TRADICIONAL,no,no,no,no,0,0,0,0
2525,"Dulse and Yellowman Bacon (Slanina s morskom travom)",dulse-and-yellowman-bacon-slanina-s-morskom-travom,publish,dry_recipe,https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,"2026-06-04 07:53:27",no,,MD-DULSE_AND_YELLOWMAN_BACON_SLANINA_S_MORSKOM_TRAVOM,yes,no,no,no,3578,0,0,0
2526,"Caillín Báin (Bieli spek - Irska verzija slanine sa začinima)",caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima,publish,dry_recipe,https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,"2026-06-04 07:53:27",no,,MD-CAILLIN_BAIN_BIELI_SPEK_IRSKA_VERZIJA_SLANINE_SA_ZACINIMA,yes,no,no,no,3800,0,0,0
2527,"Marrowbone Roll (Rolana kobasica s koštanom srži)",marrowbone-roll-rolana-kobasica-s-kostanom-srzi,publish,dry_recipe,https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,"2026-06-04 07:53:27",no,,MD-MARROWBONE_ROLL_ROLANA_KOBASICA_S_KOSTANOM_SRZI,yes,no,no,no,4217,0,0,0
2528,"Fadge Pudding (Krumpirovo-krvna kobasica)",fadge-pudding-krumpirovo-krvna-kobasica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2528,"2026-06-04 07:34:54",no,,MD-FADGE_PUDDING_KRUMPIROVO_KRVNA_KOBASICA,yes,no,no,no,4358,0,0,0
2529,"Irski soljena govedina (Corned Beef)",irski-soljena-govedina-corned-beef,publish,dry_recipe,https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,"2026-06-04 07:53:27",no,,MD-IRSKI_SOLJENA_GOVEDINA_CORNED_BEEF,yes,no,no,no,3501,0,0,0
2530,"Irska šunka u pivu (Beer-Cured Ham)",irska-sunka-u-pivu-beer-cured-ham,publish,dry_recipe,https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,"2026-06-04 07:53:27",no,,MD-IRSKA_SUNKA_U_PIVU_BEER_CURED_HAM,yes,no,no,no,3557,0,0,0
2531,"Slátur (Islandska krvavica)",slatur-islandska-krvavica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2531,"2026-06-04 07:34:54",no,,MD-SLATUR_ISLANDSKA_KRVAVICA,yes,no,no,no,4115,0,0,0
2532,"Svið (Dimljena janjeća glava)",svid-dimljena-janjeca-glava,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2532,"2026-05-30 08:21:35",no,,ISL-SVI-DIMLJENA-JANJECA-GLAVA,no,no,no,no,0,0,0,0
2533,"Bjúgu (Islandska dimljena kobasica)",bjugu-islandska-dimljena-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,"2026-06-04 07:53:27",no,,MD-BJUGU_ISLANDSKA_DIMLJENA_KOBASICA,yes,no,no,no,4144,0,0,0
2534,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",torfaerdur-lambahryggur-zakopana-janjeca-leda,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2534,"2026-05-30 08:21:35",no,,ISL-TORFRUR-LAMBAHRYGGUR-ZAKOPANA-,no,no,no,no,0,0,0,0
2535,"Selshreifar (Sušeni tuljanovi peraji)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2535,"0000-00-00 00:00:00",no,,ISL-SELSHREIFAR-SUSENI-TULJANOVI-P,no,no,no,no,0,0,0,0
2536,"Hákarlasullur (Fermentirani trbuh grenlandskog morskog psa)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2536,"0000-00-00 00:00:00",no,,ISL-HAKARLASULLUR-FERMENTIRANI-TRB,no,no,no,no,0,0,0,0
2537,"Gellur (Sušeni riblji jezici)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2537,"0000-00-00 00:00:00",no,,ISL-GELLUR-SUSENI-RIBLJI-JEZICI,no,no,no,no,0,0,0,0
2538,"Súrsaðir Hrútspungar Með Lyngi (Fermentirani ovnovski testisi s vrijeskom)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2538,"0000-00-00 00:00:00",no,,ISL-SURSAIR-HRUTSPUNGAR-ME-LYNGI,no,no,no,no,0,0,0,0
2539,"Sviðasulta (Želatinizirano janjeće meso s glave)",svidasulta-zelatinizirano-janjece-meso-s-glave,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2539,"2026-05-30 08:21:35",no,,ISL-SVIASULTA-ZELATINIZIRANO-JANJE,no,no,no,no,0,0,0,0
2540,"Hrútspungar (Prešana janjeća muda)",hrutspungar-presana-janjeca-muda,publish,dry_recipe,https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,"2026-06-04 07:53:28",no,,MD-HRUTSPUNGAR_PRESANA_JANJECA_MUDA,yes,no,no,no,3601,0,0,0
2541,"Harðfiskur (Sušeni oslić)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2541,"0000-00-00 00:00:00",no,,ISL-HARFISKUR-SUSENI-OSLIC,no,no,no,no,0,0,0,0
2542,"Kæstur Hákarl (Fermentirano meso grenlandskog morskog psa)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2542,"0000-00-00 00:00:00",no,,ISL-KSTUR-HAKARL-FERMENTIRANO-MESO,no,no,no,no,0,0,0,0
2543,"Lundabaggar (Dimljena prskalina od janjetine)",lundabaggar-dimljena-prskalina-od-janjetine,publish,dry_recipe,https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,"2026-06-04 07:53:28",no,,MD-LUNDABAGGAR_DIMLJENA_PRSKALINA_OD_JANJETINE,yes,no,no,no,3653,0,0,0
2544,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",moldavska-carnati-de-oaie-kobasica-od-ovcetine,publish,dry_recipe,https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,"2026-06-04 07:53:28",no,,MD-MOLDAVSKA_CARNA_I_DE_OAIE_KOBASICA_OD_OVCETINE,yes,no,no,no,4463,0,0,0
2545,"Estonska Suitsusink (Dimljena Šunka)",estonska-suitsusink-dimljena-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,"2026-06-04 07:53:28",no,,MD-ESTONSKA_SUITSUSINK_DIMLJENA_SUNKA,yes,no,no,no,3631,0,0,0
2546,"Sudžuk (Sudžuk Kosovar)",sudzuk-sudzuk-kosovar,publish,dry_recipe,https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,"2026-06-04 07:53:28",no,,MD-SUDZUK_SUDZUK_KOSOVAR,yes,no,no,no,4067,0,0,0
2547,"Pršuta e Kosovës (Kosovska pršuta)",prsuta-e-kosoves-kosovska-prsuta,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2547,"2026-05-30 08:21:35",no,,KOS-PRSUTA-E-KOSOVES-KOSOVSKA,no,no,no,no,0,0,0,0
2548,"Llokum Kosove (Kosovski delikates)",llokum-kosove-kosovski-delikates,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2548,"2026-05-30 08:21:35",no,,KOS-LLOKUM-KOSOVE-KOSOVSKI-DELIKAT,no,no,no,no,0,0,0,0
2549,"Suxhuk me Spec (Sudžuk s paprikom)",suxhuk-me-spec-sudzuk-s-paprikom,publish,dry_recipe,https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,"2026-06-04 07:53:28",no,,MD-SUXHUK_ME_SPEC_SUDZUK_S_PAPRIKOM,yes,no,no,no,4076,0,0,0
2550,"Gospićki Vjetromet (Specifični mesni naresak)",gospicki-vjetromet-specificni-mesni-naresak,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2550,"2026-06-04 07:34:54",no,,MD-GOSPICKI_VJETROMET_SPECIFICNI_MESNI_NARESAK,yes,no,no,no,3535,0,0,0
2551,"Senj Začinski Vrat (Specifični nasoljavani vrat)",senj-zacinski-vrat-specificni-nasoljavani-vrat,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2551,"2026-06-04 07:34:54",no,,MD-SENJ_ZACINSKI_VRAT_SPECIFICNI_NASOLJAVANI_VRAT,yes,no,no,no,3528,0,0,0
2552,"Otočac Začinski Vrat s Planine (Mountainski naresak)",otocac-zacinski-vrat-s-planine-mountainski-naresak,publish,dry_recipe,https://drycured.com/recepti-baza/otocac-zacinski-vrat-s-planine-mountainski-naresak/,"2026-06-04 07:53:28",no,,MD-OTOCAC_ZACINSKI_VRAT_S_PLANINE_MOUNTAINSKI_NARESAK,yes,no,no,no,3541,0,0,0
2553,"Skilandis (litavska dimljena kobasica)",skilandis-litavska-dimljena-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,"2026-06-04 07:53:28",no,,MD-SKILANDIS_LITAVSKA_DIMLJENA_KOBASICA,yes,no,no,no,4381,0,0,0
2554,"Kindziukas (litavska dimljena šunka)",kindziukas-litavska-dimljena-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,"2026-06-04 07:53:28",no,,MD-KINDZIUKAS_LITAVSKA_DIMLJENA_SUNKA,yes,no,no,no,3691,0,0,0
2555,"Lašiniai (litavska slanina)",lasiniai-litavska-slanina,publish,dry_recipe,https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,"2026-06-04 07:53:28",no,,MD-LASINIAI_LITAVSKA_SLANINA,yes,no,no,no,3470,0,0,0
2556,"Vytinta dešra (litavska suha kobasica)",vytinta-desra-litavska-suha-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,"2026-06-04 07:53:28",no,,MD-VYTINTA_DESRA_LITAVSKA_SUHA_KOBASICA,yes,no,no,no,4361,0,0,0
